Dst Port,Protocol,Flow Duration,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Mean,Bwd Pkt Len Std,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Fwd PSH Flags,Fwd Pkts/s,Pkt Len Min,Pkt Len Mean,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,ECE Flag Cnt,Pkt Size Avg,Bwd Seg Size Avg,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Seg Size Min,Label
80,6,20420434,61.4076930189106,492.0,70.28571428571429,185.95852072053972,20420391.0,3403398.5,6077937.932812798,15004821.0,0,0.3427938896891221,0.0,46.66666666666666,1,2,0,5,13,0,0,50.0,70.28571428571429,32120,508,32,DoS attacks-Slowloris
80,6,20422771,61.30097490097138,492.0,70.28571428571429,185.95852072053972,20422707.0,3403784.5,6077845.709437341,15005013.0,0,0.3427546634097791,0.0,46.86666666666667,1,2,0,5,13,0,0,50.21428571428572,70.28571428571429,32120,508,32,DoS attacks-Slowloris
80,6,20420595,61.37977020546909,492.0,70.28571428571429,185.95852072053972,20420552.0,3403425.333333333,6077998.991090791,15004779.0,0,0.342791187034462,0.0,46.73333333333333,1,2,0,5,13,0,0,50.07142857142857,70.28571428571429,32120,508,32,DoS attacks-Slowloris
80,6,20422711,61.326992425847855,492.0,70.28571428571429,185.95852072053972,20422668.0,3403778.0,6077888.94476653,15004923.0,0,0.3427556703906744,0.0,46.8,1,2,0,5,13,0,0,50.142857142857146,70.28571428571429,32120,508,32,DoS attacks-Slowloris
80,6,20416148,61.46233844899694,492.0,70.28571428571429,185.95852072053972,20416091.0,3402681.833333333,6078393.510433704,15004687.0,0,0.3428658530492627,0.0,46.6,1,2,0,5,13,0,0,49.92857142857143,70.28571428571429,32120,508,32,DoS attacks-Slowloris
80,6,20420795,61.379770205469086,492.0,70.28571428571429,185.95852072053972,20420755.0,3403459.166666667,6078046.813707456,15004760.0,0,0.3427878297588316,0.0,46.73333333333333,1,2,0,5,13,0,0,50.07142857142857,70.28571428571429,32120,508,32,DoS attacks-Slowloris
80,6,20417591,61.467374234125984,492.0,70.28571428571429,185.95852072053972,20417534.0,3402922.333333333,6078317.711786334,15004649.0,0,0.3428416212274993,0.0,46.66666666666666,1,2,0,5,13,0,0,50.0,70.28571428571429,32120,508,32,DoS attacks-Slowloris
80,6,20421922,61.4076930189106,492.0,70.28571428571429,185.95852072053972,20421860.0,3403643.333333333,6078050.653421495,15004787.0,0,0.3427689127399468,0.0,46.66666666666666,1,2,0,5,13,0,0,50.0,70.28571428571429,32120,508,32,DoS attacks-Slowloris
80,6,20418654,61.43211506943875,492.0,70.28571428571429,185.95852072053972,20418611.0,3403101.833333333,6078299.85202209,15004691.0,0,0.3428237728108816,0.0,46.66666666666666,1,2,0,5,13,0,0,50.0,70.28571428571429,32120,508,32,DoS attacks-Slowloris
80,6,20423951,61.379770205469086,492.0,70.28571428571429,185.95852072053972,20423898.0,3403983.0,6077987.235739608,15004952.0,0,0.3427348606545325,0.0,46.73333333333333,1,2,0,5,13,0,0,50.07142857142857,70.28571428571429,32120,508,32,DoS attacks-Slowloris
