Dst Port,Protocol,Flow Duration,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Mean,Bwd Pkt Len Std,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Fwd PSH Flags,Fwd Pkts/s,Pkt Len Min,Pkt Len Mean,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,ECE Flag Cnt,Pkt Size Avg,Bwd Seg Size Avg,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Seg Size Min,Label
52372,6,5005475,299.8132752230961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3995624790854015,0.0,212.0,1,0,0,1,3,0,0,282.6666666666667,0.0,506,249,32,DoS attacks-GoldenEye
52394,6,5005491,299.8132752230961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3995612018880864,0.0,212.0,1,0,0,1,3,0,0,282.6666666666667,0.0,507,249,32,DoS attacks-GoldenEye
52392,6,5005517,299.8132752230961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3995591264598642,0.0,212.0,1,0,0,1,3,0,0,282.6666666666667,0.0,506,249,32,DoS attacks-GoldenEye
52420,6,5005405,303.3488091290289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3995680669196598,0.0,214.5,1,0,0,1,3,0,0,286.0,0.0,507,249,32,DoS attacks-GoldenEye
52438,6,5002069,303.3488091290289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3998345484638457,0.0,214.5,1,0,0,1,3,0,0,286.0,0.0,507,249,32,DoS attacks-GoldenEye
52422,6,5005518,303.3488091290289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3995590466361323,0.0,214.5,1,0,0,1,3,0,0,286.0,0.0,507,249,32,DoS attacks-GoldenEye
52408,6,5004937,303.3488091290289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3996054295988141,0.0,214.5,1,0,0,1,3,0,0,286.0,0.0,507,249,32,DoS attacks-GoldenEye
52462,6,5005610,299.8132752230961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3995517029892461,0.0,212.0,1,0,0,1,3,0,0,282.6666666666667,0.0,507,249,32,DoS attacks-GoldenEye
52452,6,5005555,299.8132752230961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3995560931804764,0.0,212.0,1,0,0,1,3,0,0,282.6666666666667,0.0,507,249,32,DoS attacks-GoldenEye
52480,6,5005525,303.3488091290289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3995584878709027,0.0,214.5,1,0,0,1,3,0,0,286.0,0.0,506,249,32,DoS attacks-GoldenEye
52466,6,5005535,299.8132752230961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3995576896375712,0.0,212.0,1,0,0,1,3,0,0,282.6666666666667,0.0,506,249,32,DoS attacks-GoldenEye
52496,6,5005465,299.8132752230961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3995632773378697,0.0,212.0,1,0,0,1,3,0,0,282.6666666666667,0.0,506,249,32,DoS attacks-GoldenEye
52514,6,5000782,303.3488091290289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3999374497828539,0.0,214.5,1,0,0,1,3,0,0,286.0,0.0,506,249,32,DoS attacks-GoldenEye
52522,6,5003359,299.8132752230961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3997314604049,0.0,212.0,1,0,0,1,3,0,0,282.6666666666667,0.0,507,249,32,DoS attacks-GoldenEye
