Dst Port,Protocol,Flow Duration,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Mean,Bwd Pkt Len Std,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Fwd PSH Flags,Fwd Pkts/s,Pkt Len Min,Pkt Len Mean,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,ECE Flag Cnt,Pkt Size Avg,Bwd Seg Size Avg,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Seg Size Min,Label
80,6,5006396,354.0,424.0,106.0,212.0,5006151.0,1668717.0,2889125.6998398323,5004792.0,0,0.7989779474096737,0.0,125.77777777777776,1,2,0,2,7,0,0,141.5,106.0,32120,504,32,DoS attacks-GoldenEye
80,6,5002960,167.0,424.0,106.0,212.0,5002825.0,1667608.3333333333,2887799.5341661675,5002152.0,0,0.7995266802053185,0.0,84.22222222222223,1,2,0,2,7,0,0,94.75,106.0,32120,507,32,DoS attacks-GoldenEye
80,6,5001639,197.5,424.0,106.0,212.0,5001514.0,1667171.3333333333,2887143.9474292467,5000958.0,0,0.7997378459341028,0.0,91.0,1,2,0,2,7,0,0,102.375,106.0,32120,506,32,DoS attacks-GoldenEye
80,6,5005714,221.0,424.0,106.0,212.0,5005510.0,1668503.3333333333,2889256.181838906,5004729.0,0,0.7990868036008449,0.0,96.22222222222224,1,2,0,2,7,0,0,108.25,106.0,32120,506,32,DoS attacks-GoldenEye
80,6,5004751,152.5,429.0,107.25,214.5,5004594.0,1668198.0,2888331.5538121657,5003356.0,0,0.7992405616183503,0.0,81.55555555555556,1,2,0,2,7,0,0,91.75,107.25,32120,507,32,DoS attacks-GoldenEye
80,6,5002902,234.0,424.0,106.0,212.0,5002775.0,1667591.6666666667,2887258.845523957,5001511.0,0,0.799535949335006,0.0,99.11111111111111,1,2,0,2,7,0,0,111.5,106.0,32120,506,32,DoS attacks-GoldenEye
80,6,5001222,168.0,424.0,106.0,212.0,5001167.0,1667055.6666666667,2887021.546209404,5000701.0,0,0.7998045277734122,0.0,84.44444444444444,1,2,0,2,7,0,0,95.0,106.0,32120,507,32,DoS attacks-GoldenEye
80,6,5005366,169.5,424.0,106.0,212.0,5005278.0,1668426.0,2889356.930866797,5004768.0,0,0.7991423604187985,0.0,84.77777777777777,1,2,0,2,7,0,0,95.375,106.0,32120,507,32,DoS attacks-GoldenEye
80,6,5004322,201.0,424.0,106.0,212.0,5004234.0,1668078.0,2888665.839926972,5003622.0,0,0.7993090772336392,0.0,91.77777777777776,1,2,0,2,7,0,0,103.25,106.0,32120,506,32,DoS attacks-GoldenEye
80,6,5003614,295.5,424.0,106.0,212.0,5003523.0,1667841.0,2888285.6579031446,5002946.0,0,0.7994221776499946,0.0,112.77777777777776,1,2,0,2,7,0,0,126.875,106.0,32120,505,32,DoS attacks-GoldenEye
80,6,5707434,251.5,424.0,106.0,212.0,5707378.0,1902459.3333333333,2708816.748869206,5004491.0,0,0.7008403426128099,0.0,103.0,1,2,0,2,7,0,0,115.875,106.0,32120,506,32,DoS attacks-GoldenEye
