Dst Port,Protocol,Flow Duration,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Mean,Bwd Pkt Len Std,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Fwd PSH Flags,Fwd Pkts/s,Pkt Len Min,Pkt Len Mean,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,ECE Flag Cnt,Pkt Size Avg,Bwd Seg Size Avg,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Seg Size Min,Label
80,6,5010375,219.5,429.0,107.25,214.5,5010006.0,1670002.0,2888687.8408150994,5005571.0,0,0.7983434373674625,0.0,96.44444444444444,1,2,0,2,7,0,0,108.5,107.25,32120,506,32,DoS attacks-GoldenEye
80,6,5009644,208.5,429.0,107.25,214.5,5009440.0,1669813.3333333333,2888796.6369797187,5005508.0,0,0.7984599304860784,0.0,94.0,1,2,0,2,7,0,0,105.75,107.25,32120,506,32,DoS attacks-GoldenEye
80,6,5006096,162.0,424.0,106.0,212.0,5005962.0,1668654.0,2886442.3589491616,5001630.0,0,0.7990258277108548,0.0,83.11111111111111,1,2,0,2,7,0,0,93.5,106.0,32120,507,32,DoS attacks-GoldenEye
80,6,5002134,209.5,429.0,107.25,214.5,5002008.0,1667336.0,2887028.18652451,5000989.0,0,0.7996587056644224,0.0,94.22222222222224,1,2,0,2,7,0,0,106.0,107.25,32120,506,32,DoS attacks-GoldenEye
80,6,5019871,245.5,424.0,106.0,212.0,5019540.0,1673180.0,2885836.997607973,5005449.0,0,0.7968332253956326,0.0,101.66666666666669,1,2,0,2,7,0,0,114.375,106.0,32120,506,32,DoS attacks-GoldenEye
80,6,5004990,200.0,424.0,106.0,212.0,5004906.0,1668302.0,2889113.5785993254,5004363.0,0,0.7992023960087832,0.0,91.55555555555556,1,2,0,2,7,0,0,103.0,106.0,32120,506,32,DoS attacks-GoldenEye
80,6,5004489,231.50000000000003,424.0,106.0,212.0,5004405.0,1668135.0,2888705.6779803648,5003725.0,0,0.7992824042574576,0.0,98.55555555555556,1,2,0,2,7,0,0,110.875,106.0,32120,506,32,DoS attacks-GoldenEye
80,6,5005930,238.0,424.0,106.0,212.0,5005862.0,1668620.6666666667,2887782.921361357,5003145.0,0,0.7990523239438027,0.0,100.0,1,2,0,2,7,0,0,112.5,106.0,32120,506,32,DoS attacks-GoldenEye
80,6,5003442,176.5,424.0,106.0,212.0,5003350.0,1667783.3333333333,2888006.5055503827,5002566.0,0,0.7994496588548444,0.0,86.33333333333333,1,2,0,2,7,0,0,97.125,106.0,32120,507,32,DoS attacks-GoldenEye
80,6,5018700,176.0,424.0,106.0,212.0,5018542.0,1672847.3333333333,2886109.546900868,5005432.0,0,0.79701914838504,0.0,86.22222222222223,1,2,0,2,7,0,0,97.0,106.0,32120,507,32,DoS attacks-GoldenEye
